Name,Qty,Price
SHELCAL-XT TAB,6,122
M2-TONE FORTE SYP,2,404
ROSLAREN-5 TAB,5,79
VILDASMART 50MG TAB,1,63
CYBLEX M 30 XR TAB,4,23
ETHIGLO SOAP,2,421
ZANDU KESARI JIVAN 900GM,2,32
APPLE CIDER VINEGAR 500ML,2,476
ETILAAM MD 0.25 TAB,2,51
CYNOCAL-LC TAB,1,213
DISSPOSSIBLE SUCTION SET (MEDIYAN),1,267
SOFTOLAX SF POWDER,1,260
STRETCHRID CREAM,1,272
TRIVOGLITOR-1 TAB,2,74
LACOSET 200MG TAB,2,291
ROSIMIT F10 TAB,4,467
LEVERA DT 250 TAB,5,433
CERVIPRIME 0.5 GEL,1,321
TIBAN M 20/500MG TAB,2,434
VALENT 80 TAB,1,457
LAKME SUN EXPERT FAIR UV SPF 50 LOT 50ML,4,214
MONTINORM DT-10 TAB,5,320
CARDACE METO 2.5 TAB,7,330
AGROSAF AMLA RAS 450ML,1,56
WHISPER ALL,395,415
ZILARTA 40 MG TAB,3,281
DYNAGLIPT-M (20+500MG) TABLET STRIP OF 10 TABLET,44,205
GLOBAC-Z CAP,5,490
CONVALES POWDER,5,332
WALKING STICK TRIPOD EC926,1,322
SAPAT LOTION (25ML),28,235
FLUTROL 250 INHAL,1,40
TRAMAZAC-P TAB,1,19
TELMED BETA 50MG,3,216
FOLITRAX 20MG TAB,1,178
DUOLIN FORTE ROTACAPS,1,248
NEUROBION FORTE TAB.<30TAB>,36,78
MOMATE S OINT20 GM,1,340
KOFAREST LS SYP,1,368
MEGA - CV 228.5MG DRY SYP,1,466
TSART-AM TAB,1,389
SYNDOPA-CR 10TAB,3,327
LINZOLE CREAM 20GM (LULICONAZOLE),2,102
LINZOLE CREAM 30GM (LULICONAZOLE),7,449
TENDOFIRM CAP,1,375
NS <100>ML,23,51
FENZA CREAM 30GM,1,477
NITROBACT 100MG TAB,1,126
DABIGO CAP 110MG,3,368
VOGLI-RAPID 0.3/0.5 MG TAB,4,84
GLYZINC NM TAB,2,26
TELMA CT-80/12.5,4,424
FORMIN SR 500,1,276
MACBERY LEVO SYP,1,131
OMNICLAV 375MG TAB,3,207
FLATKIN GEL,3,297
ROSAVE A 75 MG CAP,2,76
ARA EYE GEL,1,316
SARTEL-C TAB,2,393
MYATRO EYE DROP,2,466
ZEET DX SYRUP,2,478
ROSEUP HD TAB,1,296
WELLBABY VIT D3 DROPS 400IU,1,297
LOGIFEEL-IMF CREAM,1,250
PIRITEXYL PLUS SYP,2,74
FINENERVE NTP TAB,1,168
LAKME F/W BLUSH&GLOW,1,326
COSVATE-S OINTMENT,1,432
PONDS F/W  WHITE BEAUTY,1,267
MET XL 3D-50/12.5 MG TAB,1,422
MIRAGO 25 TAB,3,51
NAPROVIT SYRUP (MULTIVITAMIN),3,360
CETVIN TAB (CETRIZEN+),64,110
LOVOSITE-5 MG TAB (LEVOCETRIZEN),9,78
AROVAST-10MG TAB (ATORVASTATIN),31,122
AROVAST-20MG TAB (ATORVASTATIN),19,453
FLUCOSAFE-150MG TAB (FLUCONAZOLE),1,70
FLUCIMOL-D TAB(ACECL+PARA+SERA),40,72
ALODEV-SF SYRUP,11,492
DACMOL-FORTE TAB (DICLO+PARA+SERA),39,58
DEVSIP-40MG TAB(PANTAPROZOLE),1,397
DEVSIP- D TAB(PANTAPROZOLE),10,217
DACMOL TAB (DICLO+PARA),106,27
GRISEOFULVIN 250MG TAB-SGS PHARMA,26,414
FLUCIMOL-T TAB(ACECLO+PARA+THIOC),9,475
TELISMART-AM,6,248
AGROLID-600MG TAB(LINZOLID),6,351
ALCOVIT-XT TAB(FERRUS+ZINC),13,283
ASTHAKIND P DROP,1,67
KESH KING OIL 60ML,1,231
CETANIL-TRIO 6.25MG,2,27
SEVLAREN 400MG TAB,3,358
BP MONITOR [DR.MOREPEN],1,75
PONDS LIGHT MOISTUR<75ML>,8,10
OXIPOD CV DRY SYRUP,1,375
MINOTAS ER 65 TAB,1,84
WAYO-9 TAB,5,307
MACGESIA OIL ,1,280
ZENOXA SUSP,2,241
SEMI-AMARYL TAB,1,206
D-SOL  DROP,1,212
GLIMP-1MG TAB,18,280
ZIXFLAM TAB,2,286
IT-MAC 100 CAP,2,475
MACPEE TAB,2,368
MELANO-TX CREAM,1,155
FUNGIKEM 200 CAP,1,432
LOFTAIR INHAALER,1,143
K-GEM TAB,1,105
ALCAREX EYE DROP,1,55
DEFCORT  SYP,1,39
ZYMNET PLUS SYP,2,141
DAPAGLYN 10 TAB,3,44
SN-15 PLUS TAB,1,125
CODISTAR-DX SYP 60ML,2,475
CREP BANDAGE (LIVEASY),8,367
ENSURE PLUS POWDER VANILLA,1,239
OLIZA-2.5 TAB,3,453
H&S SHAMPOO ALL,2,216
DROTIN PLUS TAB,6,392
DREP-C EYE DROP,1,40
SPEEDRAL,4,241
MICROMENTIN 1.2G ING,1,408
BIDIN T EYE DROP,2,453
MFSONE CREAM,1,243
T-HEAL TAB,1,400
ACTIBILE 150MG TAB,1,350
DUREX CON. ALL,207,285
ALKASTON B6 SYRUP,1,234
KOHINOOR CON ALL,40,476
AD-C GEL,1,168
VINGLYN 50,1,287
NIFPAM PLUS TAB,9,161
VIDAGLO M 50/500 TAB,2,401
ROSUMAC GOLD 20 TAB,8,24
TAMGRESS-D CAP,3,23
MIKSAFE-250MG TAB(CEFUROXIME),8,468
MET XL T 50MG TABLET,2,245
TELMA BETA-50MG TAB,10,165
ZEVERT MD 16 TAB,5,31
CANDITRAL CAPSULES 200,3,279
SOVENTUS LS SY,2,400
LUPIHEME TAB,1,17
SENSIFOL CAP,1,408
MORR 10% SOL,1,112
DYNAGLIPT M FORTE,3,31
FULL-B12 INJ,2,217
ENERZAL POWDER ORANGE 50 GM,5,211
EBERNET 1% CREAM 15 GM,1,258
MIKSAFE-500MG TAB(CEFUROXIME),1,250
CEFTROPIC-200MG TAB(CEFPODOXINE),6,371
FELATOR-40MG TAB(FEBUXTAT),13,152
KIDNEY SURE CAPSULE,2,336
KIDNEY SURE SYRUP,2,413
PILES RELIEF CAP,1,250
PILES RELIEF OINTMENT,8,202
PHIR SE FAIR FACEWASH,16,457
SUGAR FREE GOLD 40 PEL,3,420
AROLIVE SYRUP 200 ML,5,179
CANDIDERMA CREAM 10 GM,1,409
AGROSTAIR CREAM (ALL PURPUSE),1,105
CYPTOMAC SYRUP (CYPROH),5,496
DICYMEF TAB (DICYCLOMINE),9,158
AGROKOFF SYRUP ,9,346
PYROLATE INJ. 1ML,2,76
OCUVIR-SR 1.2G,3,421
HIMALAYA ACTIVE FRESH GEL,1,195
DABUR RED T.PASTE <20G>,1,435
VATIKA AYUR SHAMPOO,4,235
OZOTEL-AM TAB,2,94
ESTRABET 2 TAB,1,17
COLGATE ZIGZAG TB MEDIUM,4,339
SMUTH-L SYP,2,158
SAMLOKIND-AT,1,303
OFM SUSPENSION 50/100 60ML,2,467
SINAREST DROP,1,300
HYOCIMAX-S TAB,3,401
TENAMIT-20MG,12,167
OLSAR CH 40/12.5 TAB,4,76
RENERVE PLUS INJECTION,1,10
ANTISAFE SYRUP 170ML,2,84
TELPLUS 40MG TAB,1,475
TORVATE CHRONO 300 TAB,2,468
MIGON PLUS TAB,1,98
FOLITRAX-25 TAB,1,431
LOPEZ MD 1 TAB,1,57
TORVATE CHRONO 500 TAB,3,272
COQ LC TAB,3,29
KETOTRAM TAB,1,471
CORTEL-LN TAB,1,401
FLUCIMOL-MR TAB(ACEC+PARA+CHLORO),9,362
CEREVION TAB,3,269
FERRONOMIC PLUS TAB,7,196
GLOCIN GEL 20GM,1,459
ICE CREAM 150,11,368
ROSUVA GOLD 20MG CAP,2,190
DAZIT 10MG TAB,1,434
MITOLOL-XL 50,2,380
MOKTEL TAB,5,324
MIRAGO 50 TAB,2,88
ESOMIOL-DSR CAP(ESOMEPRAZOLE&DOMPRE.),1,313
SEBOGEL,2,127
CENTAMOL 125,1,196
OVIFERT SOFT CAP,1,26
HAJMOLA  REGULAR TABLET  120S,4,453
LAFORMIN-G-2 TAB,10,379
TENEBITE-M 20/1000 MG,3,385
ROZUCOR-* F 20MG TAB,2,405
CILACAR C TAB,31,184
TAPAL ER 100MG TAB,2,229
AMODEP-TMH TAB,6,321
CEPODEM-100MG SUSPE,1,379
MONTICOPE-A (10+5+75MG) TABLET STRIP OF 10 TABLET,1,326
RESOTEN 10MG TAB,1,305
AZMARDA 50MG TAB,2,73
ROVASTAT-5 TAB,1,495
CNPINEX 2.5MG TAB,3,388
ROSUKAA-20 TAB,1,258
CARNISURE-PLUS,1,87
ANAWIN 0.5% INJ 20ML,1,304
VOGS GM 2/0.3 TABLET,5,218
ICE CREAM 350,1,53
ICE CREAM 260,3,30
OXALGIN NANO GEL 50G,1,412
PENTANERVE-NT 400MG,2,429
ICE CREAM 220,45,211
ICE CREAM 200,7,481
ICE CREAM 50,69,362
LAURICA K CAP,1,55
NEFROGARD TAB,3,18
AQUASOFT-FC CREAM,2,307
GABANEURON NT 100 TAB,2,64
B-PROTIN POWD <500GM) CHO,2,164
WAFOL-D,3,42
MG D3,4,490
BENITOWA 4,2,482
GLYREE MV 2,1,247
SUPRACAL PRO PLUS TAB,1,235
PRUMPIN-25 TAB,3,21
ELM-PLUS 10 MG TAB,6,428
GLOSPOR-DS,2,474
ELM-0.25 TAB,2,281
ELM-0.5 TAB,2,203
ESOGRESS D CAP,4,18
ELM-CR TAB,3,226
BETAGOLD OD24MG TAB,2,480
BETAGOLD 16MG TAB,4,286
BETAGOLD OD48MG TAB,1,486
CENAM 100 MG CAP,1,233
BETEALA 40MG TAB,1,67
BINAPREX ER-250 TAB,3,331
BINAPREX ER-500 TAB,1,430
BECOCNX OD TAB,1,434
PENTASURE DM POW 400GM V,1,374
SWITGLIM M2/500 MG,2,320
APDROPS DM EYE DROP,1,238
BECOCNX D3 TAB,5,348
PRIMONT-N TAB,22,498
OMNACORTIL DROP 10ML,2,53
FORXIGA 5 MG TAB,3,356
COEPREG CAP,3,85
TAZLOC-BETA 50MG TAB,9,343
NUROGAB NT TAB,1,191
MEGATRUM- OINT 15G,1,466
ASCORIL EXPECTORANT ( 200ML ),2,48
BETABEST-AM 50,1,367
MAHAFLOX-LP E/D,1,409
XSTAN AM,3,365
COSVATE CREAM 30GM,3,23
GOLITE CREAM (15GM),1,46
LULIMAC CREAM 10GM,1,327
LULIMAC CREAM 20GM,1,465
RESPIRA LS SYRUP,1,180
ROSVIN- 5  TAB,2,306
MAXIM EYE DROPS,1,367
TENLIMAC M (20/500),2,309
MOGA SYRUP,1,331
HICOPE SYRUP 100ML,3,54
ARKAPRES 100MG TAB,2,186
SNAPIT TAB,1,358
CEREGROW,2,199
OXRA-10MG,7,382
TREHALUBE EYE DROPS,2,231
ANXIPAN CAP,3,404
DERMADEW FACEWASH,3,189
DERMADEW BABY LOTION,1,475
UPRISE-D3 60K SYRUP 5ML,6,399
XERIGO CREAM ,1,331
WAL D3 PLUS DROP ,1,154
INZIT 4 MG TAB,3,153
SIBOFIX-550 TAB,1,309
WOMAN-CAL ,1,444
MOXIFORCE-CV DRY SYP,1,400
SOMAVENT PEDI SURUP,1,359
HEXILAK ULTRA ,1,108
CORECTIA TAB,2,282
MACTOTAL CAPSULES STRIP OF 10 CAPSULES,3,404
ALIVHER TAB,2,81
ESCOT CREAM 30GM,2,440
DIVALGRESS -ER 1000 TAB,1,462
DIVALGRESS -ER 250 MG TAB,1,223
DIVALGRESS -ER 500 MG TAB,1,134
FOGG DEO MASTER OAK ,1,310
FOGG DEO PINE ,1,196
GLIMISAVE MV 3.3 TAB,5,41
NEPACHEK EYE DROPS,1,493
DOXIFLO-650 TAB,2,259
INAPURE ER 10 TABLET,3,275
SUPIROCIN  OINT.5GM,1,240
OVABLESS-MYO TAB,3,191
TELMED ACT 40,8,217
MOISTUREX SOFT LOTION,1,317
AZMARDA 100MG TAB,7,353
ROSUMAC ASP CAPSULE ( 10+75MG) STRIP OF 10 CAPSULE,8,127
METOPROL XL 25,9,321
NAVRATNA COOL MINT FRE TALC,1,130
NAVRATNA COOL ACTIVE DE TALC,1,56
NAVRATNA I-COOL TALC,5,363
ICE CREAM 70,162,84
TENEPRIDE M 500,4,261
PRED FORTE E/DROP,2,472
ZOCON-AS KIT TAB,3,235
LAMINO-GI 200GM,3,349
UNIENZYME DROP,3,266
ESCNX 10MG TAB,4,190
ESCNX PLUS 10MG TAB,3,104
ESCNX 20MG TAB,2,173
RAZEL GOLD 20MG CAP,2,338
LISANI 5MG TAB,2,493
LISANI-M  TAB,2,243
TIC TAC ,78,142
PALMIGES TAB,7,69
GLUCOMUST PM TAB,16,342
HYLA FUSION EYE DROP,2,318
PYNOMAX TX CREAM ,1,61
XYKAA MR 4MG TAB,2,333
EZORB D3 TAB,1,179
PIO-M 15,1,326
MOXISURGE- L EYE DROPS,1,435
PIRFENEX 400MG TAB,4,132
IT-MAC 200MG CAP,4,247
GLUXIT 10 TAB,2,137
NEFODOL TAB,2,27
GLZ XR 60MG TAB,2,245
C-ONE 500GM INJ,19,259
MOIZ MOISTURIZING CREAM,1,239
RESTFULL TAB,1,126
BETALOC 100 TAB,1,374
MAHAMANGISHTADI* BAIDNATH* 455,1,127
PRONURIES SHAMPOO,3,413
POLYBION LC SYP 100ML,1,147
GLIZIHENZ M 80MG TAB,1,193
ROSEDAY GOLD 20 MG,16,458
GIBTULIO 10MG TAB,1,148
STAYFREE ALL,327,76
BRITIBLU EYE DROP,1,220
ZEE TOILET ROLL BIG 150GM,4,457
ZEE TOILET ROLL SMALL 50GM,1,66
GLYCOMET-GP 2/850MG TAB,1,318
FACECLIN - AT GEL,1,183
RAHAT ROOH OIL {500ML},1,179
AIRZ CAP ,1,218
AZILDAC 40MG,2,348
NAGEENA SUKOON OIL 100 ML,7,151
NAGEENA SUKOON OIL 50 ML,8,188
GUDCEF-100MG DRY SYP,1,397
HISTAFREE-180,1,178
DERISONE L FORTE RESPICAPS,1,306
EVECARE SY. (400ML),1,224
LONGIFENE-A SYRUP 200 ML,1,34
HIMALAYA ALL FACE WASH,109,386
D-VENIZEP 50MG TAB,3,299
PAMPER ALL,476,488
BISCUIT 25 RS ,183,368
BISCUIT 40 RS,10,307
ICE CREAM 25,251,50
ICE CREAM 30,838,439
ICE CREAM 20,1902,343
RICHAR CR 100 TAB,1,380
DERMIFORD CREAM,7,233
NEURO Q-10 CAP,1,329
CRIZ-M SYRUP,1,455
KERATAB TAB,4,388
LULICAN CREAM 30GM,1,191
ESCIGRESS CZ-0.25 TAB,1,425
G-32 TABLET  100S,1,439
FORGLYN RESPICAP,5,357
ACTRAPID HM PENFILL,12,200
CLONAFIT 0.50 MD TABLET STRIP OF 10 TABLET,3,41
PONDS F/W ECBG 100GM,1,81
CALCIFIT-250 TAB,1,55
HIORA-K PASTE,1,378
TICAGOLD TAB,2,20
GRILINCTUS-BM SYP,1,287
RIFAXIMAX-400 TAB,1,70
MAAZA 250ML,50,124
GLYCOMET-GP 4 FORTE,67,350
MUPI OINTMEN,1,491
ULPAN-D,2,234
EBEXID TAB,2,360
D-RISE 2000 CAP,1,296
SOFERI DROP 15ML,1,166
BETOACT EYE DROP,1,325
KOJIGLO FORTE CREAM,1,243
COLATAGE B CAP,3,213
DEZLORID 10 MG TAB,1,116
BENFOLYST-D,1,231
BENFOLYST CAP,3,259
RESPISTRONG VEN ORG FLV,1,233
CALGROW-FORTE,1,245
ARBIVIT- 3 FORTE DROP,1,313
CLOPITAB CV GOLD 20 CAP,4,408
CLOPITAB CV GOLD 10 CAP,6,348
ROOTCARE SCALP OIL,1,385
LACOTIDE 100MG TAB,5,31
SUPRACAL-ISO TAB,1,81
ESOGRESS-40MG TAB,1,177
LEVOCET SYRUP 60ML,1,23
SOLOPOSE-0.25 MD TABLET STRIP OF 10 TABLET,1,437
JONDILA SYP 125ML,1,229
AQSUSTEN 25MG INJ,2,76
XARELTO 20 MG TAB,1,76
XSTAN 40 MG,2,294
ITZHH,1,94
WAFOL TAB,4,155
9 M FOL SOFTGELS,3,497
FLOOR CLEANER 200ML,2,340
CLOBENATE-GM,4,462
ROGHAN BADAM SHIRIN 100ML,2,163
ROGHAN BADAM SHIRIN 50ML,5,12
AQUASOL A CAP 3O,7,418
ERANDEL TEL P. <100ML,20,447
DOMZAR,2,393
GERITAM D TAB,3,358
RANCAD 1000MG TAB,1,25
TULSI 51 DROPS SMALL,2,162
RAJBINDU  <100ML>.,1,103
L-SYS CREAM 50GM,1,485
HILO CAP,1,319
EVACART TAB,2,361
DREZ 5% SOLU 100ML,1,262
SYSTAFLAM GEL 50GM,1,167
TOLKEM-D TAB,1,22
MONTEK-FX TAB,1,390
LULIFIN CREAM 20GM,1,349
RIFAXIGYL-M TAB,2,465
CETAPHIL GENTLE SKIN CLNR 250ML,1,484
DUPHALAC SYRUP 150ML,2,162
SOFT ROLL 15*3,1,432
ZANDU BALM <25ML>,15,153
ESLO-MET 2.5 TABLET,4,165
TELVAS-CT LS TABLET,1,24
MADHIVALA LIN.<200ML>,1,225
DESTOIR M TAB (DROTA/MEFANI),11,451
FLUCIMOL-P TAB (ACECLO+PARACE),21,63
GLIVER-100MG TAB (GABAPENTIN),12,269
LOXASAFE-500MG TAB (LEVOFLOXACIN),14,226
MEPRIMET-MV2 (VOGLI+METFO+GLIME),10,298
MONTIDINE-FX (MONTELUKAS+FEXO),9,486
MEGAGLIPTIN 20MG TAB,1,61
OXASAFE-200MG TAB(OFLOXACIN),1,242
OXASAFE-OZ TAB (OFLOX+ORNIDAZ),11,380
TELOMINE TAB (TRYSI+BROM+RUTOS),12,261
TENEFOR-20MG TAB(TENEGLIPTIN),6,138
TENEFOR-M TAB(TENEGL+METFOR),2,188
THIOCOAT-MR TAB(ETROCO+THIOC),4,327
CORTEL 40MG TAB,1,370
EPTUS T-20MG,1,109
IBUKIND PLUS SYP,1,16
FEVAGO DS SYP 60ML,1,239
SERTASPOR CREAM 30GM,1,330
LCF LS SYRUP,1,188
HALOX CREAM 20MG,1,106
RESPICURE-D,1,403
C-HOP 200MG SR CAPSULES,3,86
AZR 50MG,2,426
REXIPRA FORTE,4,308
CODODEX BLUE,5,70
ODONIL BLOCKS 50GM MIX,10,204
ODONIL BLOCKS 75GM MIX,6,375
DABUR GULABARI 59ML,10,43
DABUR GULABARI 120ML,5,426
DABUR GULABARI 30ML,10,196
ULTRA OMEGA-3 CAP,2,460
NUBETA 5 TAB,2,122
TOUJEO SOLOSTAR,2,208
NEOSPORIN SKIN OINT.30GM,2,108
NADOXIN PLUS CREAM,1,140
REUNION  TAB,3,18
MECOFOL-PLUS CAPSULES,4,227
ROSUTOR-A 10/75 CAPSULES,2,79
HB-29 X TAB,1,349
RELISPRAY 95 GM,5,266
DIGIHALER FB 200 INHALER,2,476
CYTOMID 250TAB,2,234
TRIGAINE-AD SHAMPOO ,1,115
MAXMOIST ULTRA EYE DROPS ,1,97
TILISMI MOTI,33,145
3-WAY (ROMSONS),7,223
DETTOL H/W REF COMBO(3) SKINCARE ,4,33
NICOSTAR 10MG TABLET,1,412
IMUNGRO 4G SOFTGEL,3,163
TELISMART 40 TAB,8,259
ZEPTOL CR 400,4,431
RABSIP L CAP,9,97
CORTEL TRIO,1,415
AGROFIX 400 TAB RIFAXIMIN,1,335
SAFEGRA 120 TAB FEXOFENADINE,18,278
V WASH PLUS 20 ML,3,162
TIGATEL 40 TAB,1,461
O2M SYP,7,113
VOGS GM 2 MG TABLETS,6,122
ROSEDAY GOLD 10MG CAP,4,351
ETOFORD-MR TAB,5,369
VOLITRA PLUS GEL (50 G),2,141
VOZUCA 0.3 ACTIV 60 TAB,1,432
GEMCAL XT TAB,4,117
FIXON CREAM ,1,248
FIXON SUPER GRIP POW 40G,4,387
PATANJALI DANT KANTI DENTAL CREAM (REG)100GM,2,101
PATANJALI KESH KANTH ALOE VERA HAIR CLEANSER 200ML,2,280
ALLSTAR REUSEPEN ,1,68
ICE CREAM 230,16,132
INTIMACY PLUS 2 TAB,1,15
TURBOVAS GOLD 20MG CAP,3,385
LULIFORD SOAP,1,48
GERITAM 0.4 TABLET,3,347
EPISOFT AC CREAM,1,303
GIBTULIO 25MG TAB,8,440
CLAVIX GOLD 10MG CAP,2,60
JUPICAL K27 TAB,5,266
CYBLEX MV 40.2,6,482
ONDERO 5 TAB,2,403
AROMETH CREAM (PERMETHRIN),4,76
LULICAN LOTION,1,284
IOTIM-B EYE DROP,1,127
HYVET EYE DROPS.,3,301
MAXMALA 50,3,333
COZYMIN SYP,1,345
LOTEL EYE OINT,1,141
LUKOTAS HD,1,94
GRAZIA UP CREAM,1,138
IFIN 250 TAB,1,357
OLMETIME H 40MG TAB,2,497
ACCUSURE LONG KNEE IMB (XL/XXL),1,361
DERMADEW DIAPER CREAM 50GM,1,174
WELMINIC SYRUP,4,489
SHY- XT PASTE*70GM,2,212
FOLSAFE D CAPSULES,2,500
OLSAR-A 20TAB,3,131
SS-SULFA CREAM,8,212
JOINTACE C2 PLUS TAB,4,360
RANTAC OD 300 TAB,2,241
ZITA-MET PLUS 20/500MG,2,378
HYLA PF,1,221
MOISTUREX CALM LOTION 50ML,1,41
TAXIM OF,1,76
LEVACETAM 500MG TAB,5,193
TICABID 90 TAB,2,471
ACROFY 50 LOTION,1,169
NEWTEL-CH 40MG TAB,6,169
BASAGLAR CARTRIDGE,5,238
TENDIA M 20/500 MG TAB,3,499
PARODONTAX PASTE,1,224
TELISTA CH 40/6.25,2,493
LONGON-KZ SHAMPOO,1,350
REMO 100MG TAB,5,360
GOOD KNIGHT NAT AGARBATI,11,87
LIPICURE GOLD 20 TAB,3,110
DKGEL DUS POW 100GM,1,162
NOVASTAT GOLD TAB,3,142
BASALOG ONEIU PEN,2,422
ULTRA -D3 10K TAB,2,360
EZHH CREAM 30GM,1,186
ZOCLAR-500MG TAB,4,119
ROSUKEM GOLD CAPS,1,31
OLMEZEST CH20,1,127
AMPOXIN-CV SYRUP,1,177
TEBINA 500MG TAB,1,500
AMLOPRES-AT TAB BOTTOL,1,298
GREYEX SOLUTION,1,79
MONTEMAC L TAB,1,13
NIDAGEN SR 200 ,3,141
ROSUVAS CV 10MG CAP,2,376
TELMIKIND-CT 40/6.25 TAB,2,424
NEERI KFT SYRUP 200 ML,1,334
PURODIL ANTI-ACNE GEL,1,290
LOVAX 300 MG TAB,4,185
DERMADEW SHAMPOO,1,257
TENGLYN M 500 TAB,4,493
VOGLIKEM 0.2MG TAB,1,110
SKINFAY CAP,1,482
CYBLEX MV 40.3 TAB,5,276
DISPOSABLE NEEDLE (23*1),24,243
DOXINATE FORTE,1,127
NIVEA ALL,35,404
ESCIGRESS CZ-0.5MG TAB,1,448
EMODEL DS LOTION,1,319
LURAY CREAM 60GM,3,448
OLYMPRIX M 500 TAB,7,185
REXIPRA PLUS TAB,6,356
NOBEGLIZ 60 XR TAB,4,277
INOGLA M 20/500MG TAB,2,180
VERTISTAR MD 16MG TAB,4,448
FEMCINOL OS F/W ,1,166
FOLINAL D CAP,1,123
CERNOS CAP,1,455
LOREAL SHAMPOO ALL,5,129
OLYMPRIX 20MG TAB,6,297
TRILAST HAIR SOL,1,259
HYLA EYE DROP,1,77
GLICLAZ M TAB,3,10
MINOZ BPO GEL,1,341
CYBLEX M 40MG TAB,3,174
OLMIN TRIO 40 TABLET,6,198
FLORITE TWINKLE SMALL FEEDING BOTTLE-125ML,1,373
VILDAPRIDE M 50/500MG TAB,2,176
VILATIN 50 TAB,2,408
O-PIL TAB,3,373
FLORITE DELUXE LIQUID SILICON NIPPLE ,26,167
ITASPOR 200MG CAP,4,274
MEGACHOLIN PLUS TAB,2,434
MAZA 600ML,21,172
LACTIHEP SYP 450ML,1,74
MYCODERM-NM CREAM 10 GM,1,60
A TO Z SYRUP (100ML),1,245
LIVAFIN CREAM 30GM,4,494
THREPTIN LITE BISCUTE,2,383
CREVAST GOLD 20MG TAB,2,331
ALDIGESIC P TAB,4,102
TERBEST-500 TAB,1,263
OLMEBLU-H 40 TAB,3,18
NAPROSYN D 250 TAB,3,387
NAPROSYN D 500 TAB,2,386
JUBIFLAM TAB,3,72
ROSUVA GOLD 10MG CAP,3,407
XSTAN H TAB,5,336
HEPTAGON CAP,2,25
BENFOMET FORTE TABLET,6,127
LIPICURE 10 TAB (BOTTLE),5,139
EPILEX SYP (200ML),1,385
OROFER-S 100 INJECTION,3,151
TRESEMME COND BE/VO 85ML,5,480
LULICONAZ CREAM 20GM,2,262
ACNETOR AD GEL,1,226
LEVEPSY  750 MG TAB,1,442
GABAPIN NT 100MG +10MGTAB,4,341
TENEZA-M TAB,3,337
ROZUSTAT ASP 10/75MG CAPSULES,5,162
SYNTRAN 200MG CAP,2,20
ROSEDAY CV 10 CAP,8,242
DAILYGLIM-PM 2(GLIMEPI.PIOGLI&METFO HCL)TAB.,4,316
UBIL 20 MG TAB,1,384
ERITEL TRIO TAB,3,36
CRESAR-CT40 MG TAB,2,476
4-QUIN LOT EYE DROPS,1,356
D-PROTIN POW.(VAN)*500GM,2,411
EPOSOFT-E CAP,2,88
LACTAWAYS GRANULES 200 GM,1,25
EBERNET 1% LOTION ,1,105
ULPAN-DSR CAP,3,202
MAHAGABA M OD TAB,4,344
CETJOINT K2-7 CAP,2,300
FERROFIT TAB ,2,478
QUADRIDARM CREAM 5GM,1,452
ACEMIZ-MR TAB,4,459
ALOEVERA BODY GEL,2,465
ALOEVERA BODY GEL BIG,2,240
AHAGLOW S FOMING F/W 100ML,1,75
CALCITAS SACHET 1GM #CHOLECALCIFEROL GRANULES,16,482
TENDOSHOT CAP,1,255
SARTEL-LN TAB,9,197
THYRONORM 62.5MG TAB,1,160
SEBAMED BABY POWDER,2,242
VENTIDOX BRO TAB,1,314
AXCER 90MG TAB,8,295
VICKS VAPORUB 110GM,4,220
DEKSEL NANO SYRUP,1,98
PETSAFFA CHURAN 100 GM,9,98
APSARA COTTON PAD NO:4 WITH LOOPS,13,197
LA SHIELD GEL SPF40,2,312
CITAL-UTI SYR,4,423
TELMA 40 (15T) TAB,7,132
PONDS SANDAL 50GM,5,50
LIPI EZ 20MG TAB,3,274
IVABID OD 10,2,486
GOOD KNIGHT FABRIC ROLL-ON ,2,100
FOMTIDE 400,2,343
EUCLIDE M 30 OD TAB,4,160
GB-29-TOTAL TABLET,7,429
ATORLIP ASP-10 CAPSULES,1,31
LAXITOL SYRUP 200 ML,1,18
LABETA-100 MG,9,311
MITHOBA MUSLI PLUS CAP,1,149
GB 29 CAPSULES,1,325
MMF-S TAB,4,251
ROSEDAY-F 5,3,410
COMBIHALE FF 250 REDICAP,1,255
CONDOM 3 PIC,1005,402
OLKEM TRIO 6.25,1,493
CONDOM 10 PIC,101,195
ALLEGIX LOTTION 100ML,1,62
NUCORT-M4 TAB,2,432
LIPIROSE F-10 TAB,4,184
ROSUSURE GOLD 20 TAB,19,312
ROSUSURE GOLD 10 TAB,11,261
ZIVIMOX D DROP,1,454
NAZOBIC NASAL SPRAY,1,401
LEVIGRESS 250 MG TAB,1,228
VASOGLOR 90MG TAB,2,112
FRESTINA TAB,1,213
TRIOLMEZEST CH20,3,490
STING 250ML,189,269
HAIRFULL TAB,2,378
DACNE FOAMING FW,1,489
SEFVIR 400 TAB,2,425
SPIROMONT F TAB,4,270
HEALTH OK SYRUP 200 ML,2,420
DEXOLAC 1 200 GM,2,368
FUNZI-NM CREAM,1,485
FREEGO POWDER,1,455
GERIFLO-D 15 CAP,1,145
ITROMED-100 10 CAP,10,442
ITROMED-200 10 CAP,8,417
ULPAN TAB,1,13
VOGLINORM GM 2,4,183
TELVAS BETA 25MG TABLET,2,350
IVAMAC 5MG TAB,10,94
ROSEDAY-F 20 TAB,1,54
